MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AATMAJ,AATMAJ HEALTHCARE LIMITED,        42.40,        42.40,        42.40,        41.50,        41.50,                  1678300.00,40000, ,        60.00,        39.20
N,SM,ABCOTS,A B COTSPIN INDIA LIMITED,       137.00,       130.15,       130.15,       130.15,       130.15,                  1561800.00,12000, ,       142.00,        40.00
N,SM,ABINFRA,A B INFRABUILD LIMITED,        52.60,        50.50,        50.50,        50.50,        50.50,                   202000.00,4000, ,        59.85,        11.85
N,SM,ACCENTMIC,ACCENT MICROCELL LIMITED,       333.65,       334.00,       339.40,       317.00,       320.15,                 82836650.00,254000, ,       364.00,       258.90
N,SM,ACSAL,ARVIND AND COMPANY,        64.40,        62.60,        64.40,        62.60,        63.50,                  1707150.00,27000, ,        84.00,        53.10
N,SM,AGARWALFT,AGARWAL FLOAT GLASS I LTD,        57.10,        59.90,        59.90,        59.00,        59.00,                  1070100.00,18000, ,        68.00,        30.00
N,SM,AGNI,AGNI GREEN POWER LTD,        33.80,        39.50,        40.55,        35.10,        40.25,                 50690750.00,1315000, ,        40.55,        17.90
N,SM,AILIMITED,ABHISHEK INTEGRATIONS LTD,        28.00,        29.40,        29.40,        29.35,        29.40,                   528900.00,18000, ,        71.65,        26.05
N,SM,AISL,ANI INTEGRATED SERV LTD.,        71.50,        71.50,        75.05,        71.50,        75.05,                   709800.00,9600, ,        75.05,        39.75
N,SM,ALLETEC,ALL E TECHNOLOGIES LTD,       293.30,       299.00,       305.00,       285.05,       290.85,                 31676960.00,107200, ,       307.00,        83.05
N,SM,AMBANIORG,AMBANI ORGANICS LIMITED,       128.00,       128.00,       128.00,       128.00,       128.00,                   128000.00,1000, ,       175.50,        70.00
N,SM,AMEYA,AMEYA PRECISION ENG LTD,        53.00,        51.55,        53.00,        51.50,        52.95,                   625100.00,12000, ,        69.60,        33.00
N,SM,AMIABLE,AMIABLE LOGISTICS (I) LTD,        79.05,        82.00,        82.00,        82.00,        82.00,                   131200.00,1600, ,       103.00,        66.00
N,SM,ANLON,ANLON TECHNOLOGY SOL LTD,       260.00,       259.85,       266.00,       256.00,       256.00,                  3562200.00,13600, ,       341.90,       131.05
N,SM,ANNAPURNA,ANNAPURNA SWADISHT LTD,       308.85,       302.00,       308.50,       301.55,       302.95,                 11854125.00,39000, ,       381.00,       128.95
N,SM,ARABIAN,ARABIAN PETROLEUM LIMITED,        97.40,        98.90,        99.25,        97.20,        97.20,                  3149800.00,32000, ,       124.65,        70.15
N,SM,ARHAM,ARHAM TECHNOLOGIES LTD,       219.20,       211.00,       217.10,       206.55,       210.40,                  6117150.00,29000, ,       247.00,        43.75
N,SM,ARIHANTACA,ARIHANT ACADEMY LIMITED,       186.00,       179.25,       184.00,       179.25,       180.10,                  2026800.00,11200, ,       193.00,        91.25
N,SM,ARISTO,ARISTO BIO T AND LIFESC L,        70.55,        70.20,        70.20,        67.70,        68.50,                  1102720.00,16000, ,       101.90,        48.25
N,SM,AURDIS,AURANGABAD DISTILLERY LTD,       297.95,       299.00,       303.00,       297.00,       299.00,                  2549475.00,8500, ,       349.55,        99.75
N,SM,AUROIMPEX,AURO IMPEX & CHEMICALS L,        86.05,        88.20,        90.70,        82.00,        84.85,                 13486560.00,156800, ,        90.70,        55.15
N,SM,BABAFP,BABA FOOD PROCESSING,        66.75,        66.75,        67.20,        66.15,        66.85,                  2665040.00,40000, ,        80.70,        63.15
N,SM,BAHETI,BAHETI RECYCLING IND LTD,       194.50,       192.50,       194.40,       186.25,       188.45,                  2429062.50,12750, ,       233.85,        74.00
N,SM,BASILIC,BASILIC FLY STUDIO LTD,       420.00,       430.00,       462.00,       408.00,       461.60,                339303060.00,763200, ,       462.00,       252.10
N,SM,BETA,BETA DRUGS LIMITED,      1427.35,      1382.40,      1469.80,      1382.40,      1425.00,                  5148440.00,3600, ,      1595.00,       600.00
N,SM,BEWLTD,BEW ENGINEERING LIMITED,      1360.00,      1360.80,      1370.00,      1359.95,      1360.00,                  2385193.75,1750, ,      1789.00,       560.00
N,SM,BMETRICS,BOMBAY METRICS S C LTD,       124.15,       123.95,       125.50,       122.00,       125.45,                   894880.00,7200, ,       580.10,       111.00
N,SM,CADSYS,CADSYS (INDIA) LIMITED,       227.50,       230.00,       238.80,       227.50,       238.15,                  5141800.00,22000, ,       297.40,        35.05
N,SM,CANARYS,CANARYS AUTOMATIONS LTD,        44.35,        45.00,        46.70,        42.55,        42.85,                 10124000.00,228000, ,        52.00,        36.80
N,SM,CBAZAAR,NET AVENUE TECHNOLOGIES L,        31.55,        31.00,        31.85,        30.30,        31.85,                  2503200.00,80000, ,        42.00,        27.20
N,SM,CELLECOR,CELLECOR GADGETS LIMITED,       304.10,       304.10,       306.00,       295.70,       297.90,                 11900280.00,39600, ,       355.00,        88.15
N,SM,CELLPOINT,CELL POINT (INDIA) LTD,        46.20,        46.90,        47.60,        46.00,        46.80,                  3042780.00,64800, ,        63.80,        41.00
N,SM,CHAVDA,CHAVDA INFRA LIMITED,        89.90,        90.95,        92.90,        89.00,        89.30,                  8152400.00,90000, ,       109.80,        77.00
N,SM,CLOUD,VARANIUM CLOUD LIMITED,       110.85,       112.90,       118.95,       112.50,       118.50,                 93567950.00,807000, ,      1602.40,        99.05
N,SM,CLSL,CROP LIFE SCIENCE LIMITED,        49.05,        49.00,        49.25,        48.00,        48.05,                  1452900.00,30000, ,        51.95,        36.55
N,SM,CMNL,CHAMAN METALLICS LIMITED,        63.90,        64.45,        69.00,        64.35,        68.05,                 17409000.00,259500, ,        84.00,        40.10
N,SM,CMRSL,CYBER MEDIA RES & SER LTD,       181.75,       189.50,       189.50,       188.70,       188.70,                   302560.00,1600, ,       234.00,       102.90
N,SM,COMMITTED,COMMITTED CARGO CARE LTD,        61.45,        62.60,        63.50,        61.45,        62.00,                  4023920.00,64000, ,        87.00,        52.30
N,SM,COOLCAPS,COOL CAPS INDUSTRIES LTD,       485.00,       500.00,       501.00,       500.00,       501.00,                   250250.00,500, ,       639.90,       343.00
N,SM,CPS,C P S SHAPERS LIMITED,       423.90,       410.00,       412.10,       403.35,       407.70,                  1716450.00,4200, ,       495.00,       341.00
N,SM,CRAYONS,CRAYONS ADVERTISING LTD,       162.00,       162.00,       165.90,       158.50,       159.05,                  9522250.00,59000, ,       181.95,       121.50
N,SM,DENEERS,DE NEERS TOOLS LIMITED,       230.25,       230.00,       230.25,       227.00,       230.00,                  2472750.00,10800, ,       279.00,       170.00
N,SM,DENTALKART,VASA DENTICITY LIMITED,       630.80,       630.80,       652.00,       630.80,       650.75,                  7408012.50,11500, ,       730.00,       237.00
N,SM,DIGIKORE,DIGIKORE STUDIOS LIMITED,       382.50,       385.00,       428.00,       366.70,       421.15,                 45647480.00,113600, ,       428.00,       255.90
N,SM,DKEGL,D K ENTERPRISES GLOBAL L,        75.35,        75.30,        75.95,        70.05,        75.95,                  1403175.00,19500, ,       104.70,        46.50
N,SM,DOLLEX,DOLLEX AGROTECH LIMITED,        50.05,        50.05,        50.95,        49.20,        50.95,                  5413200.00,108000, ,        57.90,        22.05
N,SM,DRONE,DRONE DESTINATION LIMITED,       164.85,       165.20,       167.70,       156.00,       159.25,                 14554750.00,90000, ,       177.00,       112.20
N,SM,DUCOL,DUCOL ORGS AND COLOURS LT,       121.35,       120.00,       120.00,       117.00,       117.40,                  2005680.00,16800, ,       209.00,        99.00
N,SM,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,        59.25,        57.10,        58.40,        56.30,        56.50,                  4111625.00,72500, ,       217.00,        37.05
N,SM,DYNAMIC,DYNAMIC SRVCS & SEC LTD,       122.80,       113.25,       125.75,       113.25,       122.80,                  1100900.00,9000, ,       164.75,        16.25
N,SM,EFACTOR,E FACTOR EXPERIENCES LTD,       155.25,       164.40,       167.80,       157.50,       163.15,                 12524560.00,76800, ,       208.00,       115.00
N,SM,EMKAYTOOLS,EMKAY TAP & CUT. TOOL LTD,       676.00,       650.00,       670.00,       650.00,       670.00,                   396000.00,600, ,       716.00,       259.05
N,SM,ESFL,ESSEN SPECIALITY FILMS L,       206.05,       207.00,       207.70,       202.00,       204.70,                 16478340.00,80400, ,       247.85,       124.05
N,SM,EUROBOND,EURO PANEL PRODUCTS LTD,       190.00,       191.00,       194.00,       190.10,       190.10,                  2502950.00,13000, ,       201.95,       104.00
N,SM,FELIX,FELIX INDUSTRIES LTD.,       313.35,       329.00,       329.00,       317.10,       329.00,                 18328800.00,56000, ,       329.00,        74.25
N,SM,FIDEL,FIDEL SOFTECH LIMITED,       109.95,       109.90,       109.95,       104.10,       105.80,                  2170300.00,20000, ,       137.70,        59.10
N,SM,FOCE,FOCE INDIA LIMITED,       819.00,       819.00,       819.00,       819.00,       819.00,                   819000.00,1000, ,       925.00,       383.00
N,SM,FROG,FROG CELLSAT LIMITED,       173.95,       173.95,       174.10,       172.00,       172.65,                  4427840.00,25600, ,       311.55,       137.25
N,SM,GICL,GLOBE INTL CARRIERS LTD,        52.00,        51.00,        54.50,        49.65,        49.80,                  6963900.00,135000, ,        70.90,        34.60
N,SM,GLOBALPET,GLOBAL PET INDUSTRIES LTD,       109.55,       108.00,       109.00,       105.50,       107.50,                  4996650.00,46500, ,       121.60,        60.00
N,SM,GOYALSALT,GOYAL SALT LIMITED,       171.65,       174.00,       174.00,       167.00,       169.50,                 25255950.00,150000, ,       189.85,       123.50
N,SM,GRAPHISAD,GRAPHISADS LIMITED,        72.05,        72.20,        73.45,        69.55,        70.20,                  7203000.00,102000, ,       112.00,        65.85
N,SM,GREENCHEF,GREENCHEF APPLIANCES LTD,       107.20,       111.65,       114.50,       109.00,       111.00,                 21800440.00,194400, ,       153.00,        95.00
N,SM,HIGREEN,HI GREEN CARBON LIMITED,       180.50,       180.00,       184.70,       178.00,       182.15,                 11961520.00,65600, ,       203.00,        75.45
N,SM,HOLMARC,HOLMARC OPTO MECHATRO L,       111.00,       106.75,       112.90,       106.00,       111.35,                  3917250.00,36000, ,       153.05,        65.00
N,SM,HOMESFY,HOMESFY REALTY LIMITED,       370.00,       366.35,       366.35,       366.35,       366.35,                   109905.00,300, ,       636.50,       344.80
N,SM,INFINIUM,INFINIUM PHARMACHEM LTD,       226.00,       220.00,       244.80,       220.00,       220.90,                  3680725.00,16500, ,       551.00,       190.00
N,SM,INFOLLION,INFOLLION RESEARCH SER L,       221.35,       225.00,       225.00,       213.00,       215.10,                 27794520.00,128000, ,       291.00,       162.20
N,SM,INNOVANA,INNOVANA THINKLABS LTD.,       570.00,       571.00,       584.00,       560.00,       573.30,                 40004370.00,70000, ,       799.95,       280.00
N,SM,INNOVATIVE,INNOVATIVE TYRES & TUBES,         7.50,         7.80,         7.85,         7.80,         7.85,                   706350.00,90000, ,         7.85,         4.50
N,SM,INSPIRE,INSPIRE FILMS LIMITED,        64.90,        67.90,        67.90,        64.00,        64.50,                  3906000.00,60000, ,        72.10,        58.75
N,SM,JAINAM,JAINAM FER ALLOYS (I) LTD,       125.40,       124.00,       125.05,       121.50,       123.70,                  5201150.00,42000, ,       192.00,       100.65
N,SM,JFLLIFE,JFL LIFE SCIENCES LIMITED,        43.65,        43.65,        43.90,        42.50,        42.50,                  1709000.00,40000, ,        56.00,        32.15
N,SM,JIWANRAM,JIWANRAM SHEODUTTRA IND L,        19.65,        20.00,        20.25,        19.65,        19.75,                  1791300.00,90000, ,        21.60,        15.80
N,SM,KANDARP,KANDARP DG SMART BPO LTD,        17.15,        17.10,        18.20,        17.10,        17.90,                  1195600.00,68000, ,        26.55,        15.25
N,SM,KARNIKA,KARNIKA INDUSTRIES LTD,       145.45,       138.25,       152.70,       138.25,       152.70,                 16819040.00,110400, ,       238.00,        75.00
N,SM,KCK,KCK INDUSTRIES LTD,        26.50,        25.05,        25.25,        25.05,        25.25,                   201200.00,8000, ,        30.50,        15.70
N,SM,KDL,KORE DIGITAL LIMITED,       681.80,       682.00,       682.00,       647.75,       649.10,                 16962040.00,26000, ,       722.90,       123.25
N,SM,KEL,KUNDAN EDIFICE LIMITED,       222.30,       214.00,       221.00,       211.20,       212.80,                  8179440.00,38400, ,       278.35,        65.00
N,SM,KHFM,KHFM HOS FAC MANA SER LTD,        50.55,        52.00,        52.00,        51.50,        51.70,                   641545.00,12400, ,        58.25,        27.35
N,SM,KKVAPOW,KKV AGRO POWERS LTD.,       693.00,       697.00,       697.00,       697.00,       697.00,                   108732.00,156, ,       941.00,       542.55
N,SM,KNAGRI,KN AGRI RESOURCES LIMITED,       135.00,       135.65,       145.95,       135.65,       141.35,                  9633280.00,68000, ,       160.00,        98.60
N,SM,KODYTECH,KODY TECHNOLAB LIMITED,       633.95,       633.95,       681.00,       625.00,       678.50,                 14621640.00,22400, ,       681.00,       169.00
N,SM,KONTOR,KONTOR SPACE LIMITED,        77.40,        83.90,        92.85,        81.70,        92.55,                 37992960.00,420000, ,       122.00,        73.20
N,SM,KORE,JAY JALARAM TECHNO LTD,       397.00,       397.00,       399.95,       391.05,       392.80,                  4735575.00,12000, ,       430.00,       145.65
N,SM,KOTYARK,KOTYARK INDUSTRIES LTD,      1071.35,      1099.00,      1099.90,      1051.10,      1055.65,                 23429450.00,21800, ,      1099.90,       261.75
N,SM,KRISHCA,KRISHCA STRAPPING SLTN L,       221.85,       222.00,       243.40,       222.00,       237.50,                 20576250.00,87000, ,       299.00,       119.00
N,SM,KRISHIVAL,KRISHIVAL FOODS LIMITED,       282.90,       270.05,       270.05,       268.75,       268.75,                   672525.00,2500, ,       309.95,       193.45
N,SM,KRISHNADEF,KRISHNA DEF AND ALD IND L,       382.05,       387.00,       394.00,       376.10,       383.70,                  4053150.00,10500, ,       400.00,       127.65
N,SM,LEMERITE,LE MERITE EXPORTS LIMITED,        44.80,        45.00,        45.00,        42.75,        42.85,                   351120.00,8000, ,        68.95,        37.80
N,SM,LLOYDS,LLOYDS LUXURIES LIMITED,        99.10,        99.00,        99.00,        94.15,        96.00,                  1994700.00,21000, ,       128.20,        40.00
N,SM,LRRPL,LEAD REC AND RUB PROD LTD,        36.45,        36.30,        37.40,        36.00,        36.70,                  3297300.00,90000, ,        72.35,        28.90
N,SM,MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,       228.00,       232.00,       251.00,       230.00,       237.00,                  7676960.00,32000, ,       376.95,       178.10
N,SM,MADHUSUDAN,MADHUSUDAN MASALA LIMITED,       120.80,       122.00,       122.00,       118.00,       118.20,                  5484600.00,46000, ,       152.95,       102.90
N,SM,MAGSON,MAGSON RETAIL AND DIST L,       122.50,       122.50,       122.50,       122.50,       122.50,                   245000.00,2000, ,       143.05,        77.00
N,SM,MAHICKRA,MAHICKRA CHEMICAL LIMITED,       101.20,       104.70,       104.70,       100.60,       100.60,                   912150.00,9000, ,       118.10,        78.20
N,SM,MAITREYA,MAITREYA MEDICARE LIMITED,       147.70,       154.00,       169.00,       152.00,       167.15,                 23454560.00,145600, ,       169.00,       113.90
N,SM,MAL,MANGALAM ALLOYS LIMITED,        52.00,        52.00,        52.00,        50.55,        50.85,                   904320.00,17600, ,        80.00,        46.65
N,SM,MARCO,MARCO CABLE & CONDUCTOR L,        58.90,        58.90,        61.60,        56.40,        57.15,                  7175250.00,123000, ,        65.80,        37.05
N,SM,MARINETRAN,MARINETRANS INDIA LIMITED,        45.90,        48.30,        51.45,        40.55,        46.05,                  9839200.00,212000, ,        51.45,        28.50
N,SM,MASTER,MASTER COMPONENTS LIMITED,       147.00,       147.00,       147.00,       142.05,       142.05,                   289050.00,2000, ,       147.95,       140.10
N,SM,MCON,MCON RASAYAN INDIA LTD,       155.10,       155.10,       156.80,       148.05,       154.15,                  1217600.00,8000, ,       179.35,        62.50
N,SM,MDL,MARVEL DECOR LIMITED,        84.55,        83.95,        83.95,        83.95,        83.95,                   167900.00,2000, ,        84.55,        29.00
N,SM,MEGAFLEX,MEGA FLEX PLASTICS LTD,        39.65,        41.60,        41.60,        39.00,        39.50,                  1579800.00,39000, ,        52.45,        27.00
N,SM,MHHL,MOHINI HEALTH&HYGIENE LTD,        66.70,        66.70,        66.70,        65.15,        65.15,                   885150.00,13500, ,        96.95,        40.00
N,SM,MICROPRO,MICROPRO SOFTWARE SOL L,        58.95,        59.30,        59.80,        57.05,        57.90,                  2414720.00,41600, ,        80.80,        50.00
N,SM,MILTON,MILTON INDUSTRIES LIMITED,        32.45,        33.95,        33.95,        33.95,        33.95,                   149380.00,4400, ,        38.05,        19.35
N,SM,MONOPHARMA,MONO PHARMACARE LIMITED,        49.05,        50.40,        50.40,        48.05,        48.50,                   980800.00,20000, ,        58.00,        31.00
N,SM,MOS,MOS UTILITY LIMITED,        87.75,        87.00,        88.40,        87.00,        87.15,                  1818000.00,20800, ,       118.00,        78.60
N,SM,MWL,MANGALAM WORLDWIDE LTD,       130.00,       133.30,       134.65,       129.00,       131.35,                  7293060.00,55200, ,       160.00,        89.00
N,SM,NEWJAISA,NEWJAISA TECHNOLOGIES LTD,       133.50,       133.55,       139.80,       133.50,       138.65,                  5753700.00,42000, ,       175.00,        67.30
N,SM,NIDAN,NIDAN LABS AND HEALTH LTD,        35.75,        36.50,        38.80,        36.00,        38.05,                  7702650.00,204000, ,        57.70,        30.05
N,SM,NIRMAN,NIRMAN AGRI GENTICS LTD,       293.85,       290.00,       293.00,       281.80,       284.55,                  7569960.00,26400, ,       324.95,        48.80
N,SM,OLIL,ONECLICK LOGISTICS IND L,        70.35,        71.80,        77.35,        71.65,        77.35,                  3812880.00,50400, ,       140.00,        64.00
N,SM,OMFURN,OMFURN INDIA LIMITED,        79.75,        79.00,        79.75,        76.10,        76.10,                   563640.00,7200, ,        91.80,        37.25
N,SM,ONDOOR,ON DOOR CONCEPTS LIMITED,       315.10,       327.00,       342.00,       313.60,       332.50,                 35476110.00,107400, ,       342.00,       165.85
N,SM,ORIANA,ORIANA POWER LIMITED,       482.45,       498.00,       517.80,       485.00,       505.15,                 76148040.00,150600, ,       564.95,       281.00
N,SM,PARAGON,PARAGON FINE S.C. LTD.,       167.10,       166.00,       167.50,       161.50,       164.10,                  8032320.00,49200, ,       236.00,       135.20
N,SM,PARIN,PARIN FURNITURE LIMITED,       114.50,       112.50,       113.00,       111.90,       112.00,                  5603600.00,50000, ,       115.85,        64.60
N,SM,PARTYCRUS,PARTY CRUISERS LIMITED,       140.75,       140.00,       140.00,       133.85,       135.00,                  4637200.00,34000, ,       180.00,        44.35
N,SM,PATTECH,PATTECH FITWELL TUB COM L,        56.95,        57.00,        59.90,        57.00,        59.90,                   175350.00,3000, ,        97.00,        50.00
N,SZ,PENTAGOLD,PENTA GOLD LIMITED,         5.10,         4.85,         4.95,         4.85,         4.85,                   271140.00,55800, ,        46.40,         4.85
N,SM,PENTAGON,PENTAGON RUBBER LIMITED,       119.30,       120.80,       122.95,       120.80,       122.10,                   972100.00,8000, ,       166.70,       106.25
N,SM,PERFECT,PERFECT INFRAENGINEER LTD,        26.50,        29.15,        29.15,        29.15,        29.15,                  3672900.00,126000, ,        35.15,        14.90
N,SM,PHANTOMFX,PHANTOM DIGITAL EFF LTD,       476.30,       476.30,       476.30,       452.00,       467.50,                 31571685.00,68100, ,       593.45,       151.00
N,SM,PLADAINFO,PLADA INFOTECH SERVICES L,        44.50,        45.50,        46.00,        43.00,        45.10,                  2018100.00,45000, ,        60.00,        34.75
N,SM,PRAMARA,PRAMARA PROMOTIONS LTD,       117.60,       126.35,       140.00,       119.75,       134.25,                 39412700.00,298000, ,       140.00,        78.00
N,SM,PRECISION,PRECISION METALIKS LTD,        51.85,        53.25,        53.25,        48.15,        48.70,                  5244600.00,106000, ,        53.50,        26.00
