MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AARON,AARON INDUSTRIES LIMITED,        43.25,        43.40,        43.40,        43.40,        43.40,                   143220.00,3300, ,        53.50,        40.00
N,SM,ACCURACY,ACCURACY SHIPPING LIMITED,        33.70,        35.35,        35.35,        35.35,        35.35,                   452480.00,12800, ,        60.00,        12.35
N,SM,AIROLAM,AIRO LAM LIMITED,        18.50,        19.50,        19.50,        19.50,        19.50,                    58500.00,3000, ,        32.95,        14.45
N,SM,AISL,ANI INTEGRATED SERV LTD.,        20.80,        21.80,        21.80,        21.80,        21.80,                    26160.00,1200, ,        41.75,        14.30
N,SM,AMJUMBO,A AND M JUMBO BAGS LTD,         9.50,         9.50,         9.90,         9.50,         9.90,                   155200.00,16000, ,        44.00,         5.85
N,SM,ASCOM,ASCOM LEASIN & INVEST LTD,        30.75,        30.25,        30.25,        30.25,        30.25,                   484000.00,16000, ,        40.50,        30.00
N,SM,ASLIND,ASL INDUSTRIES LIMITED,         6.00,         6.30,         6.30,         6.30,         6.30,                   352800.00,56000, ,        11.20,         5.95
N,SM,BETA,BETA DRUGS LIMITED,        62.65,        62.50,        62.50,        62.50,        62.50,                    50000.00,800, ,       105.50,        37.00
N,SM,BOHRA,BOHRA INDUSTRIES LIMITED,         1.55,         1.60,         1.60,         1.60,         1.60,                     9600.00,6000, ,         9.70,          .35
N,SM,BRIGHT,BRIGHT SOLAR LIMITED,        12.45,        13.05,        13.05,        13.05,        13.05,                  1252800.00,96000, ,        19.90,         4.70
N,SM,BSHSL,BOMBAY SUPER HYBRID SEEDS,       108.00,       108.00,       108.00,       108.00,       108.00,                   129600.00,1200, ,       134.05,        85.70
N,SM,CADSYS,CADSYS (INDIA) LIMITED,        23.05,        22.05,        24.20,        22.05,        24.10,                   381800.00,16000, ,        54.50,        15.50
N,SM,CKPLEISURE,CKP LEISURE LIMITED,         3.75,         3.90,         3.90,         3.90,         3.90,                    15600.00,4000, ,         7.55,         3.30
N,SM,CONTI,CONTINENTAL SEED CHEM LTD,        11.80,        11.30,        11.30,        11.25,        11.25,                   112655.40,9999, ,       102.20,         9.10
N,SM,DEVIT,DEV INFO TECHNOLOGY LTD,        75.10,        78.00,        78.00,        78.00,        78.00,                   117000.00,1500, ,       101.00,        57.00
N,SM,DPABHUSHAN,D. P. ABHUSHAN LIMITED,        52.05,        57.95,        57.95,        57.95,        57.95,                   231800.00,4000, ,        74.25,        37.50
N,SM,EIFFL,EURO (I) FRESH FOODS LTD,       100.00,       100.25,       101.00,       100.25,       101.00,                   483800.00,4800, ,       131.00,        71.00
N,SM,FELIX,FELIX INDUSTRIES LTD.,        15.60,        16.35,        16.35,        16.35,        16.35,                    65400.00,4000, ,        17.00,        10.80
