MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AARON,AARON INDUSTRIES LIMITED,        28.50,        29.00,        29.00,        29.00,        29.00,                   182700.00,6300, ,        58.00,        27.50
N,SM,ACCURACY,ACCURACY SHIPPING LIMITED,        37.20,        37.50,        37.50,        35.00,        35.90,                   636080.00,17600, ,        42.60,        12.35
N,SM,AHLADA,AHLADA ENGINEERS LIMITED,        44.80,        43.05,        43.05,        43.05,        43.05,                    43050.00,1000, ,        69.95,        36.30
N,SM,AIROLAM,AIRO LAM LIMITED,        25.00,        25.00,        26.00,        25.00,        26.00,                   153000.00,6000, ,        32.95,        14.45
N,SM,AJOONI,AJOONI BIOTECH LIMITED,        33.85,        34.10,        34.95,        33.75,        33.75,                  1095400.00,32000, ,        36.50,         6.35
N,SM,AKG,AKG EXIM LIMITED,        46.90,        46.50,        47.70,        46.50,        47.70,                   757200.00,16000, ,        54.80,        30.00
N,SM,AMJUMBO,A AND M JUMBO BAGS LTD,        10.60,        10.25,        10.25,        10.10,        10.20,                   407200.00,40000, ,        14.70,         5.85
N,SM,AVG,AVG LOGISTICS LIMITED,        61.25,        62.00,        62.00,        62.00,        62.00,                    74400.00,1200, ,        87.50,        23.10
N,SM,AVROIND,AVRO INDIA LIMITED,        47.00,        47.00,        47.00,        47.00,        47.00,                    94000.00,2000, ,        63.20,        35.00
N,SM,BANKA,BANKA BIOLOO LIMITED,        32.10,        33.70,        33.70,        30.70,        31.50,                   674100.00,21000, ,       108.95,        30.70
N,SM,BBTCL,B&B TRIPLEWALL CONT LTD,        30.00,        31.50,        31.50,        30.00,        30.00,                   562500.00,18000, ,        42.00,        27.20
N,SM,BETA,BETA DRUGS LIMITED,       105.65,       105.00,       108.00,       105.00,       108.00,                   170400.00,1600, ,       109.75,        37.00
N,SM,BRIGHT,BRIGHT SOLAR LIMITED,         7.60,         7.60,         7.60,         7.60,         7.60,                    22800.00,3000, ,        19.90,         4.70
N,SM,CADSYS,CADSYS (INDIA) LIMITED,        22.50,        23.50,        23.60,        23.50,        23.60,                    94200.00,4000, ,        49.25,        15.50
N,SM,CMMIPL,CMM INFRAPROJECTS LIMITED,         2.80,         2.85,         2.90,         2.85,         2.90,                    42900.00,15000, ,         9.25,         2.40
N,SM,DANGEE,DANGEE DUMS LIMITED,        94.50,        92.00,        92.00,        92.00,        92.00,                    73600.00,800, ,       145.00,        71.00
N,SM,DEVIT,DEV INFO TECHNOLOGY LTD,       128.20,       128.25,       128.25,       128.25,       128.25,                   192375.00,1500, ,       128.25,        57.00
N,SM,DPABHUSHAN,D. P. ABHUSHAN LIMITED,        89.30,        93.50,        93.95,        93.50,        93.95,                   749800.00,8000, ,        95.00,        37.50
N,SM,DSML,DEBOCK SALE MARKETING LTD,        12.20,        12.60,        12.60,        12.00,        12.20,                   367800.00,30000, ,        13.75,         3.50
N,SM,E2E,E2E NETWORKS LIMITED,        34.75,        36.45,        36.45,        36.45,        36.45,                  2551500.00,70000, ,        36.45,        13.30
N,SM,EIFFL,EURO (I) FRESH FOODS LTD,        92.00,        91.75,        92.00,        91.75,        92.00,                   220600.00,2400, ,       131.00,        71.00
N,SM,EMKAYTOOLS,EMKAY TAP & CUT. TOOL LTD,        69.00,        65.60,        65.60,        65.60,        65.60,                    39360.00,600, ,       164.75,        58.65
N,SM,FELIX,FELIX INDUSTRIES LTD.,        38.40,        40.30,        40.30,        36.50,        36.50,                   891800.00,24000, ,        40.30,        10.80
N,SM,GANGAFORGE,GANGA FORGING LIMITED,        19.30,        19.80,        19.80,        19.00,        19.00,                  1513200.00,78000, ,        19.80,         8.70
N,SM,GICL,GLOBE INTL CARRIERS LTD,        22.25,        22.20,        22.20,        22.20,        22.20,                   266400.00,12000, ,        23.80,        14.20
N,SM,GLOBAL,GLOBAL EDUCATION LIMITED,       188.00,       192.00,       195.00,       192.00,       194.50,                  1162000.00,6000, ,       215.00,        41.20
N,SM,HINDCON,HINDCON CHEMICALS LIMITED,        16.05,        16.50,        16.50,        16.50,        16.50,                  1056000.00,64000, ,        20.65,         8.05
N,SM,HUSYSLTD,HUSYS CONSULTING LTD.,        82.00,        74.10,        75.00,        74.00,        74.00,                   594200.00,8000, ,        85.00,        20.50
