MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AARON,AARON INDUSTRIES LIMITED,        40.15,        40.20,        40.20,        40.20,        40.20,                   132660.00,3300, ,        53.50,        39.00
N,SM,AKG,AKG EXIM LIMITED,        34.50,        34.75,        34.75,        34.75,        34.75,                   139000.00,4000, ,        36.50,        30.00
N,SM,AMJUMBO,A AND M JUMBO BAGS LTD,         9.55,        10.00,        10.00,        10.00,        10.00,                   160000.00,16000, ,        49.90,         5.85
N,SM,BRIGHT,BRIGHT SOLAR LIMITED,         7.10,         6.75,         6.75,         6.75,         6.75,                    20250.00,3000, ,        22.00,         6.45
N,SM,BSHSL,BOMBAY SUPER HYBRID SEEDS,       108.70,       108.90,       108.90,       108.90,       108.90,                   130680.00,1200, ,       136.00,        98.20
N,SM,CONTI,CONTINENTAL SEED CHEM LTD,        17.30,        18.15,        18.15,        18.15,        18.15,                  1875312.45,103323, ,       102.20,        10.75
N,SM,DRSDILIP,DRS DILIP ROADLINES LTD.,        75.00,        75.00,        75.00,        75.00,        75.00,                   480000.00,6400, ,        78.00,        65.50
N,SM,EIFFL,EURO (I) FRESH FOODS LTD,        80.40,        80.00,        80.00,        79.75,        80.00,                   319400.00,4000, ,       131.00,        71.00
N,SM,FOCUS,FOCUS LIGHTG & FIXTRS LTD,        17.40,        18.25,        18.25,        18.25,        18.25,                    54750.00,3000, ,       173.60,        15.50
N,SM,GANGAFORGE,GANGA FORGING LIMITED,        14.50,        14.75,        14.75,        14.75,        14.75,                    88500.00,6000, ,        19.70,         8.70
N,SM,GLOBAL,GLOBAL EDUCATION LIMITED,        52.05,        54.65,        54.65,        54.65,        54.65,                   819750.00,15000, ,       135.00,        41.20
N,SM,GODHA,GODHA CABCON INSULAT LTD,        29.60,        29.40,        29.40,        29.40,        29.40,                   117600.00,4000, ,        30.40,        10.95
N,SM,INNOVANA,INNOVANA THINKLABS LTD.,        96.35,        91.55,        91.55,        91.55,        91.55,                    91550.00,1000, ,       409.00,        73.05
N,SM,MACPOWER,MACPOWER CNC MACHINES LTD,        35.75,        37.50,        37.50,        34.20,        34.50,                    88725.00,2500, ,       143.00,        33.30
N,SM,MARINE,MARINE ELECTRICAL (I) LTD,        89.85,        90.00,        90.50,        85.75,        89.75,                  1772800.00,20000, ,       123.00,        78.00
N,SM,MGEL,MANGALAM GLOBAL ENT LTD,        55.75,        55.70,        55.70,        55.70,        55.70,                   111400.00,2000, ,        58.30,        51.05
N,SM,PERFECT,PERFECT INFRAENGINEER LTD,        12.50,        12.40,        12.40,        12.40,        12.40,                   297600.00,24000, ,        19.30,        12.40
N,SM,PULZ,PULZ ELECTRONICS LIMITED,        10.80,         9.75,         9.75,         9.75,         9.75,                    39000.00,4000, ,        46.50,         9.20
N,SM,RMDRIP,R M DRIP & SPRINK SYS LTD,        44.20,        43.00,        43.00,        43.00,        43.00,                   172000.00,4000, ,        44.20,        13.00
N,SM,RPPL,RAJSHREE POLYPACK LTD,        63.90,        57.60,        60.00,        57.60,        60.00,                   117600.00,2000, ,       118.00,        50.00
N,SM,SARVESHWAR,SARVESHWAR FOODS LIMITED,        14.40,        14.50,        14.50,        13.70,        13.70,                   177920.00,12800, ,        43.85,         8.45
N,SM,SECURCRED,SECUR CREDENTIALS LIMITED,        19.50,        19.50,        20.45,        19.50,        20.20,                    72330.00,3600, ,       110.00,        12.15
N,SM,SHRADHA,SHRADHA INFRAPROJECTS LTD,        23.10,        22.15,        22.15,        22.15,        22.15,                    44300.00,2000, ,        61.95,        22.00
N,SM,SHUBHLAXMI,SHUBHLAXMI JEWEL ART LTD,        22.00,        22.45,        22.45,        22.45,        22.45,                    22450.00,1000, ,       209.50,        20.75
N,SM,SILLYMONKS,SILLY MONKS ENTERTAIN LTD,        24.90,        26.00,        26.00,        26.00,        26.00,                    68640.00,2640, ,        89.95,        22.00
N,SM,SILVERTUC,SILVER TOUCH TECHNO LTD,        96.35,        93.00,        93.00,        93.00,        93.00,                   372000.00,4000, ,       140.00,        93.00
N,SM,SINTERCOM,SINTERCOM INDIA LIMITED,        48.50,        48.00,        48.00,        48.00,        48.00,                    96000.00,2000, ,        81.00,        35.55
N,SM,SOFTTECH,SOFTTECH ENGINEER LIMITED,        38.55,        40.45,        40.45,        40.45,        40.45,                   194160.00,4800, ,        76.25,        32.45
N,SM,SUULD,SUUMAYA LIFESTYLE LIMITED,        37.00,        38.50,        38.50,        38.50,        38.50,                   308000.00,8000, ,        38.50,        15.05
N,SM,SVLL,SHREE VASU LOGISTICS LTD,        76.00,        78.00,        80.00,        77.00,        80.00,                   235000.00,3000, ,       130.00,        70.00
N,SM,TARACHAND,TARA CHAND LOG. SOL. LTD.,        35.00,        35.00,        35.00,        35.00,        35.00,                    70000.00,2000, ,        43.75,        21.10
N,SM,THEJO,THEJO ENGINEERING LIMITED,       363.80,       381.95,       381.95,       381.95,       381.95,                    76390.00,200, ,       607.70,       350.55
N,SM,TIRUPATIFL,TIRUPATI FORGE LIMITED,        28.80,        28.85,        28.85,        28.85,        28.85,                    92320.00,3200, ,        50.70,        25.55
N,SM,TOTAL,TOTAL TRANSPORT SYS LTD,        26.55,        25.25,        25.25,        25.25,        25.25,                    75750.00,3000, ,        48.95,        17.50
N,SM,TRANSWIND,TRANSWIND INFRA LIMITED,         3.65,         3.80,         3.80,         3.60,         3.60,                    29600.00,8000, ,         9.50,         2.85
N,SM,URAVI,URAVI T AND WEDG LAMP LTD,       107.50,       107.75,       107.75,       107.75,       107.75,                   129300.00,1200, ,       120.50,        95.00
N,SM,VERTOZ,VERTOZ ADVERTISING LTD,        71.95,        70.90,        70.90,        69.90,        69.90,                   677640.00,9600, ,       211.00,        47.75
N,SM,WFL,WONDER FIBROMATS LIMITED,        76.90,        80.70,        80.70,        80.70,        80.70,                   129120.00,1600, ,       100.00,        69.60
N,SM,WORTH,WORTH PERIPHERALS LIMITED,        30.95,        30.90,        30.90,        30.90,        30.90,                    46350.00,1500, ,        72.95,        29.75
N,SM,ZODIAC,ZODIAC ENERGY LIMITED,        12.20,        11.65,        11.65,        11.65,        11.65,                    23300.00,2000, ,        32.00,        11.25
N,ST,BOHRA,BOHRA INDUSTRIES LIMITED,         1.10,         1.15,         1.15,         1.15,         1.15,                    50600.00,44000, ,        46.00,         1.15
