MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AAATECH,AAA TECHNOLOGIES LIMITED,        61.00,        57.00,        57.50,        56.00,        57.50,                  2563200.00,45000, ,        68.00,        42.00
N,SM,ABINFRA,A B INFRABUILD LIMITED,         9.30,         9.75,         9.75,         8.85,         9.75,                   728800.00,76000, ,        10.25,         5.00
N,SM,AISL,ANI INTEGRATED SERV LTD.,        53.15,        53.95,        53.95,        50.00,        51.50,                  2045340.00,39600, ,        55.40,        17.60
N,SM,AMBANIORG,AMBANI ORGANICS LIMITED,        76.65,        72.85,        72.85,        72.85,        72.85,                   145700.00,2000, ,       114.85,        42.35
N,SM,AMJUMBO,A AND M JUMBO BAGS LTD,         9.45,         9.00,         9.00,         9.00,         9.00,                   144000.00,16000, ,        14.40,         6.70
N,SM,ATALREAL,ATAL REALTECH LIMITED,        38.00,        39.00,        39.00,        39.00,        39.00,                   124800.00,3200, ,        51.00,        30.95
N,SM,AURDIS,AURANGABAD DISTILLERY LTD,        34.00,        35.70,        35.70,        35.70,        35.70,                    71400.00,2000, ,        38.95,        25.80
N,SM,AVG,AVG LOGISTICS LIMITED,        54.10,        56.80,        56.80,        56.80,        56.80,                    68160.00,1200, ,        65.50,        37.45
N,SM,BCONCEPTS,BRAND CONCEPTS LIMITED,        24.25,        25.25,        25.25,        25.25,        25.25,                    75750.00,3000, ,        32.05,        13.70
N,SM,BOHRA,BOHRA INDUSTRIES LIMITED,         4.15,         3.95,         4.35,         3.95,         4.35,                   543200.00,128000, ,         7.25,          .95
N,SM,BRIGHT,BRIGHT SOLAR LIMITED,         9.95,        10.00,        10.00,         9.80,         9.95,                   268800.00,27000, ,        15.55,         5.55
N,SM,BTML,BODHI TREE MULTIMEDIA LTD,        72.00,        70.00,        70.00,        70.00,        70.00,                    84000.00,1200, ,        96.00,        64.05
N,SM,CADSYS,CADSYS (INDIA) LIMITED,        31.20,        32.75,        32.75,        32.75,        32.75,                    65500.00,2000, ,        34.30,        18.10
N,SM,CMMIPL,CMM INFRAPROJECTS LIMITED,        19.35,        20.30,        20.30,        19.05,        20.15,                  1639650.00,81000, ,        21.00,         2.25
N,SM,CONTI,CONTINENTAL SEED CHEM LTD,         7.25,         7.55,         7.55,         6.90,         6.90,                   234476.55,33330, ,        14.60,         5.20
N,SM,CROWN,CROWN LIFTERS LTD.,        86.55,        90.85,        90.85,        90.85,        90.85,                  2998050.00,33000, ,        90.85,        38.00
N,SM,E2E,E2E NETWORKS LIMITED,        45.15,        43.10,        43.10,        42.90,        42.90,                   686900.00,16000, ,        61.30,        20.05
N,SM,FOCUS,FOCUS LIGHTG & FIXTRS LTD,        33.15,        34.80,        34.80,        32.25,        32.25,                  1233150.00,36000, ,        34.80,        18.05
N,SM,GANGAFORGE,GANGA FORGING LIMITED,        80.25,        82.50,        82.60,        82.50,        82.55,                  1320800.00,16000, ,        82.80,         9.50
N,SM,GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,        72.85,        76.40,        76.45,        76.40,        76.40,                   275100.00,3600, ,        93.50,        46.50
N,SM,GRETEX,GRETEX INDUSTRIES LTD.,         9.75,         9.75,         9.85,         9.75,         9.85,                  4001400.00,408000, ,        10.80,         5.70
N,SM,HINDCON,HINDCON CHEMICALS LIMITED,        34.75,        33.10,        33.10,        33.05,        33.05,                   396800.00,12000, ,        42.95,         8.25
N,SM,INNOVANA,INNOVANA THINKLABS LTD.,       186.00,       195.00,       195.30,       195.00,       195.30,                   390300.00,2000, ,       196.45,        70.25
N,SM,INNOVATIVE,INNOVATIVE TYRES & TUBES,         8.00,         8.40,         8.40,         8.40,         8.40,                   151200.00,18000, ,        10.35,         5.65
N,SM,JAKHARIA,JAKHARIA FABRIC LIMITED,       157.50,       160.00,       172.00,       160.00,       169.00,                   398400.00,2400, ,       185.00,       140.00
N,SM,JETFREIGHT,JET FREIGHT LOGISTICS LTD,        23.75,        24.90,        24.90,        24.80,        24.90,                  1095200.00,44000, ,        24.90,        12.00
N,SM,JETKNIT,JET KNITWEARS LTD.,        31.95,        33.50,        33.50,        33.50,        33.50,                   100500.00,3000, ,        33.50,        18.00
N,SM,KSOLVES,KSOLVES INDIA LIMITED,       552.35,       579.95,       579.95,       579.95,       579.95,                  2087820.00,3600, ,      1718.20,       102.05
N,SM,LAGNAM,LAGNAM SPINTEX LIMITED,        28.95,        29.00,        29.20,        29.00,        29.20,                   174600.00,6000, ,        30.45,         6.60
