MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AAATECH,AAA TECHNOLOGIES LIMITED,        45.00,        43.00,        43.05,        43.00,        43.00,                   387150.00,9000, ,        51.00,        42.00
N,SM,AISL,ANI INTEGRATED SERV LTD.,        34.10,        34.75,        35.50,        32.75,        34.75,                   740700.00,21600, ,        36.45,        14.30
N,SM,AJOONI,AJOONI BIOTECH LIMITED,        30.75,        30.00,        30.00,        30.00,        30.00,                   133320.00,4444, ,        36.50,         6.35
N,SM,ARTNIRMAN,ART NIRMAN LIMITED,        25.50,        27.00,        27.00,        27.00,        27.00,                   162000.00,6000, ,        27.00,        16.80
N,SM,BBTCL,B&B TRIPLEWALL CONT LTD,        80.40,        80.60,        81.75,        76.40,        78.70,                  1915350.00,24000, ,        81.75,        27.20
N,SM,BCONCEPTS,BRAND CONCEPTS LIMITED,        27.55,        28.90,        28.90,        28.85,        28.90,                   259950.00,9000, ,        32.05,        13.70
N,SM,BETA,BETA DRUGS LIMITED,       122.00,       120.15,       120.15,       117.00,       117.00,                  1432720.00,12000, ,       140.80,        37.00
N,SM,BRIGHT,BRIGHT SOLAR LIMITED,        10.85,        10.35,        10.35,        10.35,        10.35,                   155250.00,15000, ,        15.55,         4.70
N,SM,BTML,BODHI TREE MULTIMEDIA LTD,        70.00,        67.00,        71.50,        66.00,        71.50,                   583140.00,8400, ,        96.00,        64.05
N,SM,CADSYS,CADSYS (INDIA) LIMITED,        18.10,        18.10,        18.10,        18.10,        18.10,                    36200.00,2000, ,        26.70,        16.15
N,SM,CMMIPL,CMM INFRAPROJECTS LIMITED,         4.75,         4.55,         4.55,         4.55,         4.55,                    40950.00,9000, ,         5.50,         2.25
N,SM,CONTI,CONTINENTAL SEED CHEM LTD,         6.00,         5.75,         6.20,         5.75,         6.20,                   117488.25,19998, ,        21.55,         5.55
N,SM,CROWN,CROWN LIFTERS LTD.,        38.00,        39.90,        39.90,        39.90,        39.90,                   279300.00,7000, ,        42.00,        38.00
N,SM,DCI,DC INFOTECH AND COMUN LTD,        46.75,        47.60,        47.60,        47.60,        47.60,                   999600.00,21000, ,        47.60,        39.00
N,SM,EIFFL,EURO (I) FRESH FOODS LTD,        82.25,        82.10,        86.35,        82.00,        82.00,                   331560.00,4000, ,       129.40,        64.80
N,SM,GANGAFORGE,GANGA FORGING LIMITED,        40.05,        40.40,        40.50,        40.40,        40.50,                   647200.00,16000, ,        41.60,         9.50
N,SM,GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,        74.85,        71.15,        78.50,        71.15,        77.70,                   357240.00,4800, ,        86.95,        21.95
N,SM,INNOVANA,INNOVANA THINKLABS LTD.,        86.75,        85.00,        91.00,        85.00,        91.00,                   264000.00,3000, ,       125.00,        70.25
N,SM,INNOVATIVE,INNOVATIVE TYRES & TUBES,         8.65,         8.60,         8.80,         8.25,         8.40,                  1030800.00,120000, ,        10.35,         5.50
N,SM,JETFREIGHT,JET FREIGHT LOGISTICS LTD,        17.50,        16.65,        16.65,        16.65,        16.65,                   333000.00,20000, ,        21.60,        11.90
N,SM,LATTEYS,LATTEYS INDUSTRIES LTD,        57.00,        59.80,        59.80,        59.80,        59.80,                   119600.00,2000, ,        60.80,        38.15
N,SM,LEXUS,LEXUS GRANITO (INDIA) LTD,        15.70,        14.95,        14.95,        14.95,        14.95,                    14950.00,1000, ,        22.50,         4.55
N,SM,MAHICKRA,MAHICKRA CHEMICAL LIMITED,        79.50,        80.65,        80.90,        80.65,        80.90,                   242325.00,3000, ,        84.25,        70.00
N,SM,MANAV,MANAV INFRA PROJECTS LTD,         4.90,         4.90,         4.90,         4.90,         4.90,                    19600.00,4000, ,         5.30,         4.20
N,SM,MARSHALL,MARSHALL MACHINES LTD,        11.65,        11.15,        11.15,        11.10,        11.10,                    66750.00,6000, ,        15.50,         4.85
N,SM,MHHL,MOHINI HEALTH&HYGIENE LTD,        23.05,        22.60,        22.60,        21.90,        21.90,                   268500.00,12000, ,        26.70,        11.35
N,SM,MINDPOOL,MINDPOOL TECHNOLOGIES LTD,        16.00,        16.60,        16.60,        16.60,        16.60,                    66400.00,4000, ,        17.25,        12.00
N,SM,MITCON,MITCON CON & ENG SERV LTD,        40.75,        40.75,        40.80,        40.75,        40.75,                   326100.00,8000, ,        41.50,        36.50
N,SM,MOKSH,MOKSH ORNAMENTS LIMITED,        43.05,        43.00,        43.00,        42.10,        43.00,                  1029300.00,24000, ,        47.50,        21.00
N,SM,MPTODAY,M P TODAY MEDIA LIMITED,        17.50,        18.35,        18.35,        16.65,        18.35,                   724500.00,40000, ,        18.35,         9.70
N,SM,OSIAHYPER,OSIA HYPER RETAIL LTD,       142.00,       142.10,       150.00,       142.10,       145.00,                   292440.00,2000, ,       325.00,       125.00
N,SM,PANSARI,PANSARI DEVELOPERS LTD.,        51.65,        50.70,        52.00,        50.70,        50.70,                  4616400.00,90000, ,        52.00,        21.90
N,SM,PAR,PAR DRUGS AND CHEM LTD,       107.10,       112.45,       112.45,       112.45,       112.45,                   899600.00,8000, ,       112.45,        26.20
N,SM,PARTYCRUS,PARTY CRUISERS LIMITED,        31.20,        28.50,        28.50,        28.10,        28.10,                   281800.00,10000, ,        39.90,        28.10
N,SM,PASHUPATI,PASHUPATI COTSPIN LIMITED,        77.50,        78.50,        78.50,        78.50,        78.50,                   125600.00,1600, ,        81.00,        40.00
N,SM,PAVNAIND,PAVNA INDUSTRIES LIMITED,       166.00,       165.90,       167.00,       165.90,       166.00,                   931120.00,5600, ,       167.00,       165.90
N,SM,PENTAGOLD,PENTA GOLD LIMITED,       100.20,        95.25,        95.25,        95.20,        95.20,                  1142550.00,12000, ,       102.00,        15.40
N,SM,PIGL,POWER INSTRUMENT (G) LTD,        40.95,        42.80,        42.80,        40.05,        40.45,                   978800.00,24000, ,        42.80,         8.90
N,SM,RMDRIP,R M DRIP & SPRINK SYS LTD,        20.65,        19.70,        21.40,        19.70,        21.35,                   934800.00,44000, ,        63.00,        16.10
N,SM,RPPL,RAJSHREE POLYPACK LTD,        93.55,        90.25,        90.25,        88.90,        88.90,                   358250.00,4000, ,       121.00,        47.75
N,SM,SARVESHWAR,SARVESHWAR FOODS LIMITED,        20.00,        21.00,        21.00,        21.00,        21.00,                    33600.00,1600, ,        21.00,         8.45
N,SZ,SECL,SALASAR EXTERIOR CONT LTD,        14.25,        13.60,        13.60,        13.60,        13.60,                  3957600.00,291000, ,        16.00,        11.95
