MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AAATECH,AAA TECHNOLOGIES LIMITED,        57.55,        54.80,        55.00,        52.20,        55.00,                  3426600.00,63000, ,        72.45,        42.00
N,SM,ACCORD,ACCORD SYNERGY LIMITED,        17.10,        17.95,        17.95,        17.95,        17.95,                    35900.00,2000, ,        27.00,        10.25
N,SM,AIROLAM,AIRO LAM LIMITED,        34.90,        34.00,        35.00,        34.00,        34.65,                   413700.00,12000, ,        36.00,        18.20
N,SM,AISL,ANI INTEGRATED SERV LTD.,        43.10,        43.00,        47.25,        39.00,        47.20,                  1472460.00,33600, ,        55.40,        17.60
N,SM,ASCOM,ASCOM LEASIN & INVEST LTD,        30.00,        34.00,        34.00,        34.00,        34.00,                   136000.00,4000, ,        46.50,        30.00
N,SM,ATALREAL,ATAL REALTECH LIMITED,        37.00,        39.00,        39.50,        39.00,        39.45,                   251840.00,6400, ,        51.00,        30.95
N,SM,AVG,AVG LOGISTICS LIMITED,        71.75,        75.25,        75.30,        75.25,        75.30,                   270960.00,3600, ,        75.30,        37.45
N,SM,BBTCL,B&B TRIPLEWALL CONT LTD,        75.10,        75.20,        75.50,        75.00,        75.50,                 17782500.00,237000, ,        83.95,        27.20
N,SM,BCONCEPTS,BRAND CONCEPTS LIMITED,        32.05,        32.05,        32.05,        30.45,        30.45,                   555900.00,18000, ,        32.60,        14.05
N,SM,BETA,BETA DRUGS LIMITED,       300.00,       315.00,       315.00,       314.00,       315.00,                  2771160.00,8800, ,       350.20,        58.50
N,SM,BOHRA,BOHRA INDUSTRIES LIMITED,         4.50,         4.50,         4.50,         4.50,         4.50,                    45000.00,10000, ,         7.25,          .95
N,SM,BRIGHT,BRIGHT SOLAR LIMITED,         7.50,         7.50,         7.75,         7.15,         7.15,                  1607700.00,222000, ,        15.55,         5.55
N,SM,CADSYS,CADSYS (INDIA) LIMITED,        36.90,        35.25,        35.30,        35.10,        35.10,                   211300.00,6000, ,        36.90,        18.10
N,SM,CMMIPL,CMM INFRAPROJECTS LIMITED,        19.30,        20.25,        20.25,        18.35,        18.35,                   523050.00,27000, ,        21.05,         2.25
N,SM,CONTI,CONTINENTAL SEED CHEM LTD,         6.75,         7.05,         7.05,         7.05,         7.05,                    23497.65,3333, ,        14.60,         5.20
N,SM,DEVIT,DEV INFO TECHNOLOGY LTD,       110.00,       120.00,       120.00,       120.00,       120.00,                   180000.00,1500, ,       139.55,        73.00
