MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AAATECH,AAA TECHNOLOGIES LIMITED,        45.05,        45.00,        45.50,        45.00,        45.50,                   406500.00,9000, ,        72.45,        42.00
N,SM,AIROLAM,AIRO LAM LIMITED,        55.30,        54.65,        55.50,        54.65,        55.00,                  1491000.00,27000, ,        59.00,        19.25
N,SM,AISL,ANI INTEGRATED SERV LTD.,        43.75,        42.75,        42.75,        42.60,        42.60,                   102420.00,2400, ,        55.40,        18.10
N,SM,AMBANIORG,AMBANI ORGANICS LIMITED,        59.60,        56.65,        56.65,        56.65,        56.65,                   339900.00,6000, ,       114.85,        42.35
N,SM,ASLIND,ASL INDUSTRIES LIMITED,        20.40,        21.40,        21.40,        21.40,        21.40,                  4451200.00,208000, ,        23.00,         5.00
N,SM,ATALREAL,ATAL REALTECH LIMITED,        96.60,        96.60,        97.40,        91.90,        95.55,                   765280.00,8000, ,       105.25,        30.95
N,SM,AURDIS,AURANGABAD DISTILLERY LTD,        50.95,        53.45,        53.45,        53.45,        53.45,                   213800.00,4000, ,        53.45,        25.80
N,SM,AVROIND,AVRO INDIA LIMITED,        76.60,        72.80,        72.80,        72.80,        72.80,                   145600.00,2000, ,        84.95,        35.00
N,SM,BBTCL,B&B TRIPLEWALL CONT LTD,        90.50,        91.95,        92.00,        91.95,        92.00,                   551850.00,6000, ,        99.30,        27.20
N,SM,BCONCEPTS,BRAND CONCEPTS LIMITED,        29.30,        28.50,        30.70,        28.50,        30.65,                   802200.00,27000, ,        32.90,        14.55
N,SM,BETA,BETA DRUGS LIMITED,       350.00,       350.00,       350.00,       340.00,       348.75,                  2792000.00,8000, ,       404.80,        75.20
N,SM,BRIGHT,BRIGHT SOLAR LIMITED,         5.00,         5.25,         5.25,         5.25,         5.25,                  1653750.00,315000, ,        15.55,         4.60
